StudentID,Name,Gender,DOB,Age,State,District,City,PinCode,Caste,Category,Medium,SchoolID,SchoolName,SchoolType,SchoolBoard,Class,Section,Stream,FatherName,MotherName,ParentEducationLevel,ParentOccupation,FamilyIncome,Math,Science,English,SocialScience,Hindi,Computer,GK,Sanskrit,EVS,Art,Total,Percentage,AttendancePercent,DisciplinaryNotes,ExtracurricularScore
S1578,Student_578,Female,17-01-2004,20,Bihar,District B,City Y,858741,SC,Rural,English,Sch118,School_18,Private,ICSE,6,A,Science,Father_578,Mother_578,Primary,Teacher,89351,52,79,98,47,33,59,82,30,59,41,580,58,57.77,No,8
S1579,Student_579,Female,13-05-2005,19,Maharashtra,District A,City X,656862,OBC,Rural,English,Sch119,School_19,Private,CBSE,8,C,Arts,Father_579,Mother_579,Graduate,Teacher,13566,77,65,68,80,95,55,62,70,53,48,673,67.3,82.49,No,6
S1580,Student_580,Female,28-05-2005,19,Delhi,District B,City Y,726360,ST,Rural,English,Sch100,School_0,Govt,ICSE,10,B,Commerce,Father_580,Mother_580,PG,Business,96865,81,89,64,30,45,53,61,77,64,38,602,60.2,54.21,Yes,5
S1581,Student_581,Male,03-10-2008,16,Bihar,District C,City Z,535126,OBC,Urban,Hindi,Sch101,School_1,Private,ICSE,6,A,Science,Father_581,Mother_581,Secondary,Engineer,76885,44,47,73,56,60,56,77,68,98,58,637,63.7,59.07,Yes,4
S1582,Student_582,Female,19-08-2004,20,Bihar,District B,City Z,304603,GEN,Rural,Hindi,Sch102,School_2,Govt,State,6,A,Arts,Father_582,Mother_582,Secondary,Engineer,15728,84,49,44,93,77,68,97,34,41,32,619,61.9,73.79,Yes,6
S1583,Student_583,Female,09-11-2004,20,West Bengal,District C,City Z,780546,ST,Urban,Hindi,Sch103,School_3,Govt,ICSE,11,B,Science,Father_583,Mother_583,PG,Teacher,88911,72,34,61,89,72,95,86,40,75,59,683,68.3,82.68,No,6
S1584,Student_584,Female,15-08-2004,20,West Bengal,District B,City Y,778173,SC,Rural,English,Sch104,School_4,Private,State,8,B,Commerce,Father_584,Mother_584,Primary,Engineer,92350,79,47,58,70,33,80,91,51,98,87,694,69.4,57.29,Yes,6
S1585,Student_585,Male,18-05-2004,20,Bihar,District B,City Y,834172,OBC,Rural,English,Sch105,School_5,Govt,CBSE,6,A,Arts,Father_585,Mother_585,Secondary,Engineer,41214,35,69,92,50,91,79,31,93,65,82,687,68.7,59.26,No,1
S1586,Student_586,Female,29-07-2004,20,Uttar Pradesh,District B,City Z,840885,GEN,Urban,English,Sch106,School_6,Govt,State,7,B,Science,Father_586,Mother_586,None,Engineer,62935,62,30,35,43,77,74,45,41,77,33,517,51.7,60.22,No,6
S1587,Student_587,Male,28-01-2008,16,West Bengal,District C,City Z,964714,SC,Rural,Hindi,Sch107,School_7,Private,ICSE,11,A,Science,Father_587,Mother_587,Secondary,Farmer,92081,91,48,56,49,57,62,37,82,96,86,664,66.4,61.94,No,1
S1588,Student_588,Female,20-02-2006,18,Maharashtra,District C,City X,209779,SC,Rural,Hindi,Sch108,School_8,Govt,CBSE,11,B,Science,Father_588,Mother_588,PG,Laborer,50588,84,55,57,40,45,48,48,84,83,83,627,62.7,61.33,No,5
S1589,Student_589,Male,18-09-2005,19,Delhi,District B,City X,118557,ST,Urban,Regional,Sch109,School_9,Private,ICSE,6,A,Commerce,Father_589,Mother_589,None,Teacher,23953,68,58,34,95,98,42,61,82,65,57,660,66,69.76,No,7
S1590,Student_590,Male,17-09-2004,20,Maharashtra,District A,City X,259132,SC,Rural,Hindi,Sch110,School_10,Govt,State,11,B,Arts,Father_590,Mother_590,Secondary,Teacher,73408,41,88,70,53,59,51,96,50,81,45,634,63.4,82.69,Yes,1
S1591,Student_591,Female,16-12-2006,18,Uttar Pradesh,District B,City Z,552082,SC,Urban,Regional,Sch111,School_11,Private,CBSE,9,B,Arts,Father_591,Mother_591,PG,Farmer,79904,60,92,85,66,94,49,61,48,51,42,648,64.8,71.9,Yes,1
S1592,Student_592,Male,18-12-2006,18,Tamil Nadu,District C,City Z,434248,SC,Rural,English,Sch112,School_12,Private,CBSE,8,C,Arts,Father_592,Mother_592,Primary,Laborer,39103,82,91,83,53,98,34,54,98,67,85,745,74.5,88.8,No,6
S1593,Student_593,Female,08-01-2005,19,Karnataka,District B,City Z,856265,SC,Rural,Hindi,Sch113,School_13,Govt,State,9,C,Science,Father_593,Mother_593,PG,Laborer,75949,63,77,47,44,43,61,82,95,91,82,685,68.5,85.96,No,7
S1594,Student_594,Female,15-11-2008,16,Delhi,District C,City X,577793,OBC,Urban,English,Sch114,School_14,Private,State,10,C,Arts,Father_594,Mother_594,Primary,Farmer,99805,70,91,72,41,63,59,54,88,94,77,709,70.9,56.33,No,6
S1595,Student_595,Female,18-05-2007,17,West Bengal,District C,City Y,761440,OBC,Rural,English,Sch115,School_15,Govt,CBSE,9,B,Science,Father_595,Mother_595,None,Business,54264,39,47,58,93,85,55,62,78,32,54,603,60.3,52.44,No,5
S1596,Student_596,Male,07-02-2007,17,Delhi,District C,City Z,244926,OBC,Urban,English,Sch116,School_16,Govt,CBSE,7,A,Commerce,Father_596,Mother_596,PG,Business,25156,81,95,39,60,58,33,60,88,37,95,646,64.6,93.9,Yes,6
S1597,Student_597,Male,21-04-2006,18,Maharashtra,District B,City Y,823055,OBC,Urban,English,Sch117,School_17,Private,State,11,B,Arts,Father_597,Mother_597,Graduate,Laborer,18423,86,56,35,82,54,96,65,52,68,59,653,65.3,53.99,No,3
S1598,Student_598,Female,08-08-2009,15,Karnataka,District C,City Y,782385,GEN,Urban,Hindi,Sch118,School_18,Govt,ICSE,11,C,Science,Father_598,Mother_598,Graduate,Business,43062,32,35,33,73,95,72,78,32,47,32,529,52.9,57.42,No,9
S1599,Student_599,Female,03-12-2009,15,Rajasthan,District C,City Y,284054,OBC,Rural,English,Sch119,School_19,Private,CBSE,7,B,Arts,Father_599,Mother_599,Graduate,Business,47805,86,99,63,59,69,59,73,85,32,52,677,67.7,51.11,Yes,5
S1600,Student_600,Male,11-08-2005,19,Rajasthan,District B,City X,665369,SC,Rural,Regional,Sch100,School_0,Govt,State,11,C,Arts,Father_600,Mother_600,Graduate,Business,6987,62,88,62,64,44,45,77,87,47,58,634,63.4,81.42,Yes,2
S1601,Student_601,Female,16-05-2007,17,West Bengal,District C,City Y,854981,OBC,Urban,Hindi,Sch101,School_1,Govt,ICSE,9,C,Commerce,Father_601,Mother_601,Graduate,Laborer,67979,36,35,33,50,61,68,59,91,30,70,533,53.3,79.12,Yes,10
S1602,Student_602,Female,13-09-2006,18,Uttar Pradesh,District B,City Z,481325,OBC,Rural,English,Sch102,School_2,Private,CBSE,10,A,Arts,Father_602,Mother_602,Primary,Business,42597,33,60,73,92,49,70,42,47,55,40,561,56.1,99.35,Yes,10
S1603,Student_603,Female,25-12-2008,16,Rajasthan,District C,City X,913526,ST,Rural,Hindi,Sch103,School_3,Govt,CBSE,6,A,Commerce,Father_603,Mother_603,PG,Teacher,88905,68,85,60,46,82,60,72,90,81,50,694,69.4,94.35,No,7
S1604,Student_604,Male,25-11-2007,17,Delhi,District A,City Z,428910,SC,Rural,Regional,Sch104,School_4,Govt,State,7,C,Arts,Father_604,Mother_604,None,Laborer,32868,77,83,95,41,96,78,45,66,41,53,675,67.5,70.54,No,3
S1605,Student_605,Male,18-02-2006,18,Rajasthan,District A,City Z,969485,OBC,Urban,English,Sch105,School_5,Govt,ICSE,9,C,Arts,Father_605,Mother_605,Graduate,Farmer,81970,45,70,87,47,78,42,55,83,67,94,668,66.8,68.58,No,1
S1606,Student_606,Male,19-10-2006,18,Tamil Nadu,District C,City X,255063,OBC,Rural,Regional,Sch106,School_6,Govt,CBSE,9,B,Arts,Father_606,Mother_606,Graduate,Business,68805,67,47,89,89,96,70,76,94,70,30,728,72.8,64.84,No,3
S1607,Student_607,Female,19-11-2004,20,Tamil Nadu,District A,City Z,887733,OBC,Urban,English,Sch107,School_7,Govt,ICSE,9,C,Arts,Father_607,Mother_607,None,Engineer,85084,33,52,31,96,30,57,66,43,82,83,573,57.3,57.62,No,9
S1608,Student_608,Female,18-03-2008,16,West Bengal,District B,City Z,783970,GEN,Rural,Regional,Sch108,School_8,Govt,ICSE,6,B,Arts,Father_608,Mother_608,None,Laborer,21636,33,65,65,44,68,93,32,34,42,63,539,53.9,56.9,No,5
S1609,Student_609,Female,14-04-2004,20,Tamil Nadu,District A,City X,705751,OBC,Rural,English,Sch109,School_9,Govt,CBSE,8,C,Arts,Father_609,Mother_609,Graduate,Farmer,62467,56,54,99,45,90,48,55,91,42,97,677,67.7,56.61,No,7
S1610,Student_610,Male,18-06-2005,19,Rajasthan,District C,City Z,790038,ST,Urban,Hindi,Sch110,School_10,Govt,ICSE,11,A,Commerce,Father_610,Mother_610,Primary,Teacher,22007,46,36,89,51,84,54,44,30,47,58,539,53.9,55.71,No,3
S1611,Student_611,Female,04-08-2004,20,Uttar Pradesh,District C,City Y,386610,SC,Rural,English,Sch111,School_11,Private,CBSE,11,A,Commerce,Father_611,Mother_611,None,Farmer,81864,99,49,52,92,98,67,95,92,48,32,724,72.4,62.03,No,4
S1612,Student_612,Female,28-04-2004,20,Bihar,District B,City Z,573656,SC,Urban,Hindi,Sch112,School_12,Govt,ICSE,10,C,Science,Father_612,Mother_612,PG,Business,8389,83,34,76,60,31,32,57,96,48,40,557,55.7,65.33,Yes,1
S1613,Student_613,Female,09-07-2007,17,Bihar,District C,City Y,126081,OBC,Rural,English,Sch113,School_13,Govt,CBSE,8,B,Arts,Father_613,Mother_613,PG,Engineer,14458,37,47,75,30,46,31,67,49,99,37,518,51.8,98.08,No,3
S1614,Student_614,Female,12-09-2009,15,West Bengal,District B,City Z,124354,OBC,Urban,English,Sch114,School_14,Private,State,11,B,Commerce,Father_614,Mother_614,Primary,Business,73481,82,62,73,35,58,34,73,72,77,91,657,65.7,78.92,Yes,7
S1615,Student_615,Male,23-09-2006,18,Karnataka,District A,City X,717585,OBC,Rural,Regional,Sch115,School_15,Private,CBSE,10,B,Arts,Father_615,Mother_615,Secondary,Farmer,79888,34,64,48,38,33,90,82,71,57,62,579,57.9,99.38,Yes,4
S1616,Student_616,Male,28-05-2008,16,Bihar,District A,City X,904732,SC,Rural,Regional,Sch116,School_16,Private,CBSE,10,C,Arts,Father_616,Mother_616,Primary,Laborer,81022,98,94,78,81,93,49,33,98,48,37,709,70.9,68.62,Yes,2
S1617,Student_617,Female,12-06-2004,20,Bihar,District B,City Z,164384,SC,Rural,Regional,Sch117,School_17,Govt,CBSE,9,C,Commerce,Father_617,Mother_617,Graduate,Engineer,46400,76,92,87,91,72,67,73,68,77,54,757,75.7,72.88,Yes,5
S1618,Student_618,Male,19-05-2008,16,Tamil Nadu,District B,City X,981459,GEN,Urban,English,Sch118,School_18,Private,ICSE,7,A,Arts,Father_618,Mother_618,Secondary,Engineer,72628,69,70,36,87,41,65,75,91,58,55,647,64.7,66.23,No,5
S1619,Student_619,Male,13-12-2009,15,Tamil Nadu,District C,City Z,745972,ST,Urban,English,Sch119,School_19,Private,State,9,A,Commerce,Father_619,Mother_619,Graduate,Farmer,56857,36,79,70,48,79,75,55,77,77,55,651,65.1,59.14,Yes,2
S1620,Student_620,Female,15-09-2009,15,Rajasthan,District A,City X,947324,GEN,Urban,English,Sch100,School_0,Govt,ICSE,6,C,Commerce,Father_620,Mother_620,PG,Business,69367,41,59,44,42,97,66,42,35,48,46,520,52,57.16,Yes,6
S1621,Student_621,Female,25-09-2004,20,West Bengal,District B,City Y,135525,ST,Rural,Hindi,Sch101,School_1,Govt,ICSE,11,A,Science,Father_621,Mother_621,None,Farmer,41527,54,67,82,61,90,83,98,71,76,58,740,74,97.25,No,10
S1622,Student_622,Male,30-06-2005,19,Karnataka,District A,City Z,106464,GEN,Urban,Hindi,Sch102,School_2,Private,CBSE,10,B,Science,Father_622,Mother_622,Graduate,Engineer,75648,57,64,52,38,80,50,73,87,89,72,662,66.2,99.34,Yes,4
S1623,Student_623,Female,08-06-2004,20,West Bengal,District B,City Y,640850,SC,Urban,English,Sch103,School_3,Private,ICSE,7,B,Science,Father_623,Mother_623,PG,Farmer,21937,72,95,94,78,34,50,82,72,77,34,688,68.8,52.25,No,1
S1624,Student_624,Male,17-12-2007,17,Maharashtra,District A,City Y,993824,GEN,Urban,Regional,Sch104,School_4,Govt,CBSE,11,C,Science,Father_624,Mother_624,Primary,Engineer,42672,76,75,89,66,57,99,80,39,49,79,709,70.9,57.52,No,3
S1625,Student_625,Female,15-10-2006,18,Delhi,District C,City Z,679802,ST,Urban,Regional,Sch105,School_5,Govt,State,10,B,Arts,Father_625,Mother_625,Graduate,Business,6112,78,37,39,60,39,89,42,68,48,85,585,58.5,71.18,No,9
S1626,Student_626,Male,15-10-2005,19,Karnataka,District A,City Y,475572,OBC,Urban,Regional,Sch106,School_6,Govt,ICSE,10,C,Arts,Father_626,Mother_626,PG,Laborer,40545,83,97,87,60,81,65,70,42,71,92,748,74.8,59.32,No,10
S1627,Student_627,Female,13-08-2004,20,Karnataka,District A,City Z,212564,ST,Urban,English,Sch107,School_7,Govt,ICSE,9,B,Science,Father_627,Mother_627,None,Laborer,94017,47,66,76,88,46,40,40,68,78,86,635,63.5,68.19,Yes,7
S1628,Student_628,Male,11-01-2008,16,Uttar Pradesh,District A,City Y,470191,OBC,Urban,Regional,Sch108,School_8,Govt,ICSE,7,C,Commerce,Father_628,Mother_628,Graduate,Farmer,53355,56,42,44,84,94,60,66,40,44,74,604,60.4,56.45,No,6
S1629,Student_629,Male,10-01-2005,19,West Bengal,District A,City Z,567435,SC,Urban,English,Sch109,School_9,Private,CBSE,7,B,Commerce,Father_629,Mother_629,PG,Engineer,80561,35,74,38,48,50,66,89,45,89,66,600,60,72.83,Yes,1
S1630,Student_630,Male,28-09-2005,19,Rajasthan,District A,City Z,656922,ST,Urban,Hindi,Sch110,School_10,Govt,CBSE,11,B,Commerce,Father_630,Mother_630,Graduate,Laborer,39082,98,58,42,92,83,89,61,62,97,65,747,74.7,63.58,Yes,9
S1631,Student_631,Female,29-09-2004,20,Uttar Pradesh,District C,City X,886492,GEN,Urban,Regional,Sch111,School_11,Govt,ICSE,10,A,Commerce,Father_631,Mother_631,None,Engineer,65482,51,70,52,31,78,90,74,89,56,62,653,65.3,67.6,No,9
S1632,Student_632,Male,02-07-2005,19,Karnataka,District B,City Z,895701,ST,Rural,Hindi,Sch112,School_12,Govt,ICSE,7,A,Arts,Father_632,Mother_632,Graduate,Business,84098,88,85,62,74,51,96,47,88,84,35,710,71,54.72,Yes,1
S1633,Student_633,Male,01-06-2008,16,Karnataka,District A,City Z,294215,OBC,Rural,Regional,Sch113,School_13,Govt,State,7,A,Commerce,Father_633,Mother_633,Graduate,Farmer,16304,76,45,38,72,98,58,49,80,44,74,634,63.4,71.41,No,6
S1634,Student_634,Female,11-11-2009,15,Karnataka,District C,City Y,647353,SC,Urban,English,Sch114,School_14,Govt,State,11,A,Commerce,Father_634,Mother_634,PG,Engineer,61625,97,41,32,30,93,96,73,44,81,36,623,62.3,99.16,Yes,7
S1635,Student_635,Female,30-11-2005,19,Bihar,District A,City Z,365039,GEN,Rural,English,Sch115,School_15,Private,State,9,A,Science,Father_635,Mother_635,Secondary,Farmer,77551,61,95,54,90,65,96,65,72,60,94,752,75.2,66.44,Yes,2
S1636,Student_636,Male,04-05-2009,15,West Bengal,District A,City X,443003,ST,Rural,English,Sch116,School_16,Govt,State,8,A,Commerce,Father_636,Mother_636,Graduate,Engineer,49885,30,91,65,32,50,45,98,56,36,53,556,55.6,93.82,Yes,10
S1637,Student_637,Male,23-04-2008,16,Delhi,District B,City Y,767712,OBC,Urban,English,Sch117,School_17,Private,State,6,C,Arts,Father_637,Mother_637,Secondary,Engineer,76246,83,48,49,73,85,74,66,85,42,74,679,67.9,92.16,Yes,8
S1638,Student_638,Female,04-10-2004,20,Delhi,District A,City Y,204127,GEN,Urban,Regional,Sch118,School_18,Govt,CBSE,8,C,Commerce,Father_638,Mother_638,Primary,Business,17588,75,59,83,36,77,63,62,89,83,90,717,71.7,97.6,No,8
S1639,Student_639,Female,01-08-2006,18,Uttar Pradesh,District C,City X,196426,SC,Urban,Hindi,Sch119,School_19,Private,State,7,A,Commerce,Father_639,Mother_639,Graduate,Farmer,25967,70,45,48,62,47,73,48,99,42,48,582,58.2,89.51,No,6
S1640,Student_640,Female,21-06-2005,19,Karnataka,District C,City Y,292376,GEN,Rural,English,Sch100,School_0,Private,State,10,C,Arts,Father_640,Mother_640,Secondary,Teacher,92440,70,42,89,38,44,71,80,76,49,61,620,62,82.98,Yes,9
S1641,Student_641,Female,15-10-2006,18,Delhi,District B,City Y,111962,SC,Urban,Regional,Sch101,School_1,Govt,ICSE,6,A,Science,Father_641,Mother_641,Primary,Engineer,29256,37,98,66,59,73,64,61,37,39,59,593,59.3,92.83,Yes,3
S1642,Student_642,Female,22-06-2008,16,Tamil Nadu,District A,City Y,133302,GEN,Rural,Hindi,Sch102,School_2,Govt,CBSE,6,C,Arts,Father_642,Mother_642,PG,Engineer,63348,61,52,32,47,74,59,51,92,81,94,643,64.3,53.78,Yes,2
S1643,Student_643,Male,23-04-2005,19,West Bengal,District C,City Y,447526,ST,Urban,English,Sch103,School_3,Govt,State,10,B,Science,Father_643,Mother_643,Graduate,Laborer,30052,59,91,48,85,65,82,30,36,66,61,623,62.3,73.14,Yes,2
S1644,Student_644,Female,02-05-2009,15,Delhi,District A,City X,104011,OBC,Rural,Hindi,Sch104,School_4,Govt,State,6,C,Commerce,Father_644,Mother_644,PG,Farmer,85972,75,60,82,60,69,87,83,31,81,86,714,71.4,99.46,No,6
S1645,Student_645,Male,01-02-2007,17,Rajasthan,District A,City X,119782,ST,Rural,English,Sch105,School_5,Govt,State,10,C,Science,Father_645,Mother_645,Primary,Teacher,92351,81,82,75,92,80,57,49,46,56,49,667,66.7,88.48,Yes,7
S1646,Student_646,Male,10-08-2006,18,West Bengal,District A,City Y,298763,ST,Urban,Hindi,Sch106,School_6,Private,ICSE,6,C,Science,Father_646,Mother_646,PG,Business,63479,90,46,85,79,59,44,87,33,63,59,645,64.5,98.1,Yes,6
S1647,Student_647,Male,29-04-2005,19,Rajasthan,District B,City Y,744942,SC,Urban,Hindi,Sch107,School_7,Govt,ICSE,11,B,Science,Father_647,Mother_647,PG,Teacher,85732,42,78,99,30,55,67,64,55,91,88,669,66.9,88.98,Yes,3
S1648,Student_648,Female,08-02-2006,18,Delhi,District A,City X,532941,SC,Rural,English,Sch108,School_8,Govt,ICSE,11,A,Commerce,Father_648,Mother_648,None,Business,65200,69,78,60,48,60,79,99,98,45,91,727,72.7,93.74,No,5
S1649,Student_649,Male,25-09-2005,19,Tamil Nadu,District C,City X,633484,SC,Rural,Regional,Sch109,School_9,Private,State,8,C,Science,Father_649,Mother_649,Primary,Teacher,88625,90,96,82,93,85,42,99,34,88,96,805,80.5,85.33,Yes,8
S1650,Student_650,Male,20-08-2004,20,Rajasthan,District A,City X,143459,ST,Urban,Hindi,Sch110,School_10,Govt,ICSE,6,C,Science,Father_650,Mother_650,PG,Teacher,88140,73,55,63,82,90,64,90,34,50,60,661,66.1,88.03,No,6
S1651,Student_651,Female,18-01-2009,15,Bihar,District C,City Y,711533,GEN,Urban,English,Sch111,School_11,Private,State,9,B,Commerce,Father_651,Mother_651,Secondary,Farmer,7506,91,42,60,35,46,53,92,98,45,95,657,65.7,76.16,No,2
S1652,Student_652,Male,29-05-2006,18,Delhi,District A,City Y,622829,GEN,Rural,Hindi,Sch112,School_12,Govt,CBSE,10,A,Arts,Father_652,Mother_652,Primary,Laborer,25709,73,67,89,46,53,94,90,32,42,83,669,66.9,96.21,Yes,7
S1653,Student_653,Male,29-05-2007,17,Bihar,District C,City Z,703151,ST,Urban,Hindi,Sch113,School_13,Private,State,6,C,Arts,Father_653,Mother_653,None,Teacher,63535,77,51,40,75,33,47,86,67,62,39,577,57.7,91.25,Yes,8
S1654,Student_654,Female,06-05-2007,17,Delhi,District C,City X,874751,ST,Rural,Regional,Sch114,School_14,Govt,ICSE,11,B,Arts,Father_654,Mother_654,Graduate,Engineer,49840,88,58,35,84,38,87,32,30,83,67,602,60.2,92.19,Yes,4
S1655,Student_655,Male,28-10-2008,16,Maharashtra,District A,City Y,463154,OBC,Urban,Hindi,Sch115,School_15,Private,CBSE,11,A,Commerce,Father_655,Mother_655,PG,Engineer,65587,86,74,56,35,31,55,74,37,98,60,606,60.6,83.65,No,1
S1656,Student_656,Male,26-12-2005,19,Maharashtra,District A,City X,132769,SC,Urban,Hindi,Sch116,School_16,Private,State,10,A,Commerce,Father_656,Mother_656,Secondary,Engineer,64321,40,75,36,99,64,58,44,42,56,58,572,57.2,65.23,No,2
S1657,Student_657,Male,26-08-2006,18,Maharashtra,District C,City Y,469673,SC,Urban,English,Sch117,School_17,Govt,CBSE,9,C,Arts,Father_657,Mother_657,None,Laborer,48202,54,68,78,97,67,73,46,99,81,54,717,71.7,51.78,Yes,4
S1658,Student_658,Female,14-05-2008,16,Rajasthan,District B,City X,880721,ST,Rural,English,Sch118,School_18,Govt,CBSE,6,C,Science,Father_658,Mother_658,Primary,Teacher,61588,90,98,89,69,74,34,44,79,94,61,732,73.2,96.78,No,7
S1659,Student_659,Female,31-05-2006,18,Bihar,District A,City Y,124700,ST,Urban,Regional,Sch119,School_19,Govt,CBSE,6,C,Arts,Father_659,Mother_659,PG,Business,8090,75,97,62,95,44,62,34,37,73,46,625,62.5,79.31,Yes,2
S1660,Student_660,Female,24-08-2005,19,Bihar,District B,City Z,871152,GEN,Rural,Hindi,Sch100,School_0,Private,State,9,C,Commerce,Father_660,Mother_660,None,Business,64231,83,68,76,38,71,34,75,59,59,74,637,63.7,64.91,Yes,6
S1661,Student_661,Male,12-08-2007,17,Bihar,District A,City Z,835716,ST,Urban,Hindi,Sch101,School_1,Private,ICSE,9,B,Science,Father_661,Mother_661,None,Farmer,26552,63,49,73,40,32,65,40,69,52,78,561,56.1,57.46,Yes,2
S1662,Student_662,Male,21-07-2004,20,Tamil Nadu,District A,City X,331237,GEN,Rural,Hindi,Sch102,School_2,Private,State,9,B,Science,Father_662,Mother_662,Secondary,Laborer,99671,36,97,56,49,60,42,93,62,45,47,587,58.7,91.48,Yes,7
S1663,Student_663,Female,13-09-2007,17,Bihar,District A,City Y,891701,ST,Rural,Regional,Sch103,School_3,Govt,ICSE,11,C,Commerce,Father_663,Mother_663,Graduate,Teacher,85227,91,64,51,72,81,54,43,81,84,81,702,70.2,91.83,Yes,2
S1664,Student_664,Male,26-03-2008,16,Tamil Nadu,District A,City Y,406024,OBC,Urban,Hindi,Sch104,School_4,Govt,State,10,A,Science,Father_664,Mother_664,Graduate,Engineer,38741,86,37,76,87,70,87,68,62,47,49,669,66.9,90.73,Yes,3
S1665,Student_665,Male,30-05-2009,15,Maharashtra,District B,City X,214003,OBC,Rural,English,Sch105,School_5,Private,State,9,C,Arts,Father_665,Mother_665,Graduate,Laborer,26661,34,81,77,55,86,31,96,66,46,91,663,66.3,82.25,No,9
S1666,Student_666,Female,22-08-2004,20,Maharashtra,District A,City Y,239392,GEN,Rural,Regional,Sch106,School_6,Govt,State,10,A,Commerce,Father_666,Mother_666,Primary,Laborer,46025,64,69,59,67,71,65,84,99,81,42,701,70.1,68.3,No,4
S1667,Student_667,Female,10-12-2008,16,Rajasthan,District C,City X,149589,SC,Rural,English,Sch107,School_7,Private,ICSE,8,A,Commerce,Father_667,Mother_667,None,Teacher,11092,66,65,31,65,82,54,71,98,74,72,678,67.8,65.2,No,5
S1668,Student_668,Male,22-01-2005,19,Delhi,District C,City Y,350606,OBC,Rural,English,Sch108,School_8,Govt,State,6,A,Commerce,Father_668,Mother_668,Primary,Farmer,40674,89,35,44,84,85,63,34,33,85,50,602,60.2,50.43,Yes,9
S1669,Student_669,Male,13-12-2004,20,Maharashtra,District B,City X,831636,GEN,Urban,Regional,Sch109,School_9,Govt,CBSE,6,B,Commerce,Father_669,Mother_669,None,Farmer,5570,94,99,76,35,82,41,81,89,83,35,715,71.5,91.68,Yes,7
S1670,Student_670,Male,11-10-2008,16,Delhi,District A,City Y,660185,ST,Urban,English,Sch110,School_10,Private,State,7,A,Science,Father_670,Mother_670,Secondary,Farmer,17084,45,45,56,32,61,48,51,60,38,82,518,51.8,54.37,Yes,8
S1671,Student_671,Female,26-09-2005,19,Delhi,District C,City X,289637,ST,Urban,Hindi,Sch111,School_11,Govt,CBSE,8,A,Commerce,Father_671,Mother_671,Secondary,Engineer,70843,59,75,56,94,83,66,73,43,46,81,676,67.6,81.54,No,3
S1672,Student_672,Female,15-09-2007,17,West Bengal,District B,City Y,786290,GEN,Rural,Regional,Sch112,School_12,Govt,ICSE,9,B,Commerce,Father_672,Mother_672,Primary,Engineer,65752,71,88,42,93,66,30,88,89,56,98,721,72.1,75.2,Yes,4
S1673,Student_673,Female,29-01-2009,15,Rajasthan,District A,City Z,812593,SC,Rural,English,Sch113,School_13,Govt,ICSE,9,A,Science,Father_673,Mother_673,Primary,Teacher,74278,90,67,84,87,37,89,54,97,66,38,709,70.9,76.33,No,7
S1674,Student_674,Female,01-08-2005,19,Karnataka,District C,City Y,313893,GEN,Urban,Hindi,Sch114,School_14,Govt,State,11,A,Commerce,Father_674,Mother_674,Secondary,Farmer,99328,77,47,46,87,40,96,50,55,51,75,624,62.4,96.34,Yes,4
S1675,Student_675,Male,10-10-2006,18,Karnataka,District C,City X,900812,GEN,Urban,Hindi,Sch115,School_15,Govt,State,8,C,Science,Father_675,Mother_675,PG,Teacher,5765,91,41,88,47,83,78,93,53,96,59,729,72.9,51.58,No,2
S1676,Student_676,Female,19-02-2005,19,Uttar Pradesh,District B,City Z,832256,OBC,Rural,English,Sch116,School_16,Private,State,9,A,Science,Father_676,Mother_676,Graduate,Farmer,29198,93,83,39,52,89,75,97,85,67,72,752,75.2,88.67,Yes,10
S1677,Student_677,Female,05-04-2005,19,West Bengal,District A,City Y,170934,GEN,Urban,Hindi,Sch117,School_17,Govt,CBSE,7,A,Commerce,Father_677,Mother_677,Graduate,Laborer,66201,86,76,62,58,39,77,76,38,73,88,673,67.3,52.6,Yes,6
S1678,Student_678,Female,29-03-2009,15,Rajasthan,District A,City Z,680118,GEN,Urban,Regional,Sch118,School_18,Private,ICSE,10,A,Arts,Father_678,Mother_678,Secondary,Business,78271,97,30,66,52,99,97,64,64,65,67,701,70.1,51.91,No,9
S1679,Student_679,Female,13-02-2006,18,Uttar Pradesh,District C,City Y,367673,ST,Rural,English,Sch119,School_19,Govt,CBSE,6,A,Commerce,Father_679,Mother_679,Graduate,Business,86738,75,44,37,65,71,48,36,53,54,63,546,54.6,71.49,No,2
S1680,Student_680,Female,04-10-2008,16,Uttar Pradesh,District C,City Z,876652,OBC,Urban,Hindi,Sch100,School_0,Govt,CBSE,8,A,Arts,Father_680,Mother_680,PG,Farmer,52199,57,50,62,99,66,69,85,60,71,75,694,69.4,53.15,No,1
S1681,Student_681,Male,19-06-2008,16,West Bengal,District C,City X,456742,ST,Rural,Hindi,Sch101,School_1,Private,State,6,B,Science,Father_681,Mother_681,PG,Teacher,16377,32,30,36,35,87,35,81,95,42,61,534,53.4,89.46,Yes,8
S1682,Student_682,Male,08-07-2005,19,Karnataka,District A,City Y,857582,ST,Urban,English,Sch102,School_2,Private,State,10,A,Arts,Father_682,Mother_682,None,Engineer,84833,66,96,63,63,88,92,75,95,85,45,768,76.8,76.48,No,1
S1683,Student_683,Female,19-12-2006,18,Rajasthan,District B,City Y,182987,SC,Rural,English,Sch103,School_3,Govt,CBSE,8,A,Commerce,Father_683,Mother_683,Primary,Farmer,13036,77,41,36,73,53,64,38,70,80,68,600,60,51.45,No,1
